source_code,target_code,target_display
4159140,371040005,Thrombotic stroke
4028070,128117002,Infectious disease of central nervous system
4159158,371139006,Early cirrhosis
4093626,25884002,Immunoelectrophoresis
4060873,16890009,Insulin measurement
4093644,18753005,Increased vascular resistance
4290260,6950007,Dyspraxia
4126427,236432001,Pulmonary renal syndrome
43022044,473358000,Tolerating oral fluid
4224732,422325003,Holodiastolic murmur
4093662,249876002,Lateral deviation of tongue on protrusion
43022047,473372009,Calcification of mitral valve
4290272,69577009,Lisping
4093668,249902000,Difficulty standing
4224741,422338006,Degenerative disorder of macula
30437,266433003,Gastro-esophageal reflux disease with esophagitis
4323046,428334004,Pronator drift
4093672,249913002,Knee stiff
30441,28826002,Sialolithiasis
4093670,249909009,Difficulty turning
4093669,249906002,Difficulty bending
4323052,428413005,Death verification
4093676,249935005,Weak eye closure
194287,186946009,Lymphogranuloma venereum
4093681,249943000,Weakness of distal arms and legs
4093682,249944006,Monoparesis - arm
43022066,67741000119109,Left atrial enlargement
43022068,96311000119109,Exacerbation of congestive heart failure
4093685,249955006,Movement against resistance
44791544,287051000000107,Multidisciplinary meeting
4093688,249965000,Writhing movements
4060922,197939009,Painful hematuria
4093689,249972004,Flexor pattern
44791567,286051000000109,Married/civil partner
44791569,286081000000103,Divorced/person whose civil partnership has been dissolved
259865,57044006,Cyst of Bartholin's gland duct
4290333,37231002,Macular retinal edema
4126495,304492001,Activities of daily living assessment
4060963,162745007,Blue fingers
4290339,37061001,Granulomatous sarcoid nephropathy
4028202,13301002,Cellulitis of knee
4323122,7036007,Pericardial friction rub
4192056,39539005,Abnormal renal function
4060985,162864005,Body mass index 30+ - obesity
4093765,25797006,Pulmonary aspiration of blood
4323144,70466008,Bruit
4028237,128276007,Cellulitis of foot
194382,23913003,External hemorrhoids
4224848,422348008,Andersen Tawil syndrome
4061009,169070004,CT of abdomen
4028242,128286008,Chronic duodenal ulcer
4323155,70495004,Limited consultation
194395,197092000,Hemorrhage of large intestine with diverticular disease of large intestine
4028254,128350005,Bacterial conjunctivitis
194406,7163005,Urinary tract obstruction
194408,69758005,Hydroureter
44791660,297701000000109,Equal pulse
194417,17890003,Hepatic infarction
4126579,289476008,Swelling of labia
4257658,409860007,Cellulosimicrobium
4290427,70195006,Congenital anomaly of superior vena cava
44791676,297811000000101,Symmetrical chest expansion
4093822,248182008,Cracked lips
44791686,297861000000104,Confused speech content
4093832,248227006,Absences
4093833,248228001,Funny turn
4093838,248244005,Walking distance reduced
4126607,234791007,Insertion of composite tip tooth restoration
4093844,248264000,No complaints
4257684,409979009,Breast self-examination
259992,429271009,Ventilator associated pneumonia
4093849,248280005,Aging
4224926,405247003,Obstruction of esophagus
4126630,304530009,Comfortable appearance
4126631,304535004,Parkinsonian features
4028329,13353005,Absent pupil reaction
194475,65958008,Hiccoughs
4192174,39104002,Illness
4028337,13401001,Ablepharon
44791752,301791000000104,Referral to fracture clinic
4323272,70545002,Narcotic drug user
4028363,128473001,Uveitis
4028364,128474007,Parathyroid adenoma
4323280,70582006,Scar of skin
4323283,70586009,Operation on brain
4028375,128551005,Aortic fistula
4290528,70302008,Transection
4028389,128601007,Infectious disease of lung
44791791,300731000000106,Family is cause for concern
4028405,107443004,Family Carangidae - jack
4192247,74971002,Operation on rectum
194560,75119003,Amebic liver abscess
44791808,302361000000101,Unsuitable specimen
4061187,198115002,Galactorrhea due to non-obstetric cause
4126729,289624004,Small uterus
4225038,420848008,Administration of prophylactic antimalarial
194574,61977001,Chronic type B viral hepatitis
44791828,299441000000105,Checking prescription
4093974,248332009,Weight fluctuates
4159513,290187002,Spigelian hernia
4257820,410007005,Rectal examination
4257824,410024004,Insertion of catheter into urinary bladder
30753,16761005,Esophagitis
4225059,405263006,Near patient testing
4225060,405264000,Bedside testing
4290597,37280007,Absent reflex
4093988,248394008,High orbit
260131,41427001,Disorder of bronchus
260139,10509002,Acute bronchitis
4290615,37125009,Dilated pupil
4290616,37126005,Facial grimacing
4094009,248491001,Swollen knee region
44791865,299681000000100,Disposal of needles
4094012,248508001,Abdominal wall edema
44791870,299771000000106,Social services care package procedure
44791877,298311000000108,Left sided thoracic back pain
4094043,281036007,Follow-up consultation
4225119,84728005,Neurological examination
4094055,281093002,Hibernating myocardium
4192368,75672003,Platelet mean volume determination
194683,196859000,Obstructed umbilical hernia
4192380,7571003,Feeling guilt
194685,197764002,Non-obstructive reflux-associated chronic pyelonephritis
44791931,305311000000106,Vulnerable family
194696,266599000,Dysmenorrhea
194702,44223004,Premature rupture of membranes
4094098,2594008,Porcine enteric calicivirus
4028569,106996007,Pigs and hogs
4159647,371039008,Thromboembolic disorder
4257951,410161005,Speech therapy assessment
4323492,427931002,White sputum
4028586,107079002,Otididae
4159659,371073003,Postural orthostatic tachycardia syndrome
4094126,248539004,Family problems
4126895,289477004,Mass of vulva
4126897,289482006,Eruption of vulva
44791986,306171000000106,Fragility fracture
4094132,248548009,Nocturnal dyspnea
4094135,248552009,Winded
4225210,405376002,Repair of profunda femoris artery
4094141,248573009,Noisy respiration
194751,300439004,Gastrointestinal tract problem
4094144,248583008,Stops breathing
4126915,235017008,Mucocele of mouth
4094147,248593001,Cough when swallowing
4094150,248614004,Sounds within the chest
4028623,23719005,Transplantation of bone marrow
4126935,235111007,Glandular odontogenic cyst
4094169,281099003,Referral to nurse
44792042,320301000000109,Unable to walk long distances
4028657,13534001,Camptocormia
4126965,305056002,Admission procedure
4225273,8493009,Chronic gastritis
4028665,13569004,Transfusion of plasma
4159739,371081002,Arthritis of knee
4159742,371087003,Diabetic foot ulcer
4323582,71358006,Absent finger
30978,40108008,Thalassemia
4028678,13449007,Melnick-Needles syndrome
4061459,20016009,Menarche
44792084,321301000000101,Medicines management
4159766,371186005,Amputation of toe
4094240,2598006,Open heart surgery
4323629,428663009,Ablation of atrioventricular node
4192561,39341005,Infectious colitis
4127041,289582008,Lochia minimal
4323650,428883008,Rupture of tendon of biceps
260427,82272006,Common cold
4225357,421653009,Regina
4028760,107340000,Family Muraenidae - moray
4323686,71419002,Bilious vomiting
4323688,7142008,Cough at rest
4290925,70551007,Inefficiency
4225392,4046000,Degenerative spondylolisthesis
4127089,23687008,Coronary artery spasm
4127094,236895005,Artificial insemination by husband
44792184,327101000000108,Disposal of sharps
4127098,23690002,Heimlich maneuver
4192640,75694006,Pancreatitis
4127104,236912008,Gamete intrafallopian transfer
4323715,71493000,Transfusion of packed red blood cells
4192647,39419009,Hypovolemic shock
4061577,214264003,Lethargy
4225424,8512000,Ranunculus
4225427,84604002,Sigmoid colectomy
194964,70405009,Aneurysm of splenic artery
4225429,8461001,Heel toe gait
4094363,26041009,Potassium restricted diet
4225438,84642008,Chronic regurgitation
4290976,400130008,Temporal arteritis
44792228,324181000000105,Chronic kidney disease stage 2 with proteinuria
44792230,324251000000105,Chronic kidney disease stage 3 with proteinuria
194984,235856003,Disease of liver
194990,128241005,Inflammatory disease of liver
194992,396331005,Celiac disease
4290993,400200009,Ingrowing toenail
194994,45456005,Renal infarction
194997,9713002,Prostatitis
4127161,259714005,Toxic granulation
195002,85942002,Ulceration of intestine
44792251,324411000000105,Chronic kidney disease stage 3B without proteinuria
44792252,324441000000106,Chronic kidney disease stage 4 with proteinuria
4291005,3738000,Viral hepatitis
195007,60241006,Female stress incontinence
195012,64996003,Irregular intermenstrual bleeding
4028870,128964003,Leg up
4028871,128970009,Held ventilation
44792264,340911000000109,Asthma trigger - pollen
4291025,3723001,Arthritis
4061650,169413002,Hormone therapy
4225497,421727006,Nematode
4061660,169443000,Preventive procedure
4258270,441353006,Able to write own name
4291040,37494006,Increased peak expiratory flow rate
4094436,250346004,Fibrinogen measurement
4061668,169467008,Uses progestogen only oral contraception
4094448,250425007,Pregnancy test negative
4323825,70731005,Acidemia
4323826,70733008,Limitation of joint movement
4323827,70737009,"Mucopolysaccharidosis, MPS-II"
4323829,7074004,Paris
4028922,108329005,Social context finding
195083,301716002,Left lower quadrant pain
4323853,7085002,Hypercalcemia due to sarcoidosis
4028946,237843009,Pseudohyponatremia
4028947,237844003,Drug-induced hyponatremia
4160024,398152000,Poor muscle tone
4160027,398158001,Complication of intravascular line
4028956,237880003,Secondary hypercalcemia
4160039,398192003,Co-morbid conditions
4094504,26195002,Bacterial infection due to Proteus mirabilis
4160042,398211002,Excision of palmar aponeurosis for Dupuytren's contracture of hand
4160048,373600006,Multiple bruising
4094513,26237000,Ankle edema
4127282,304213008,Low grade pyrexia
4160051,373623009,Osteoarthritis of glenohumeral joint
4127287,304230005,Pink skin
4160058,373655009,Medical service
4323898,429589006,Left ventricular cardiac dysfunction
4160060,373668001,Pus cells
4028987,13714004,Arthroscopy
4323902,429609002,Lung volume reduction surgery
4160059,373662000,Primary adrenocortical insufficiency
4061764,163285006,Right iliac fossa mass
4028998,13758004,Paraphimosis
44792392,325601000000107,Recent bereavement
4323914,428183006,Pale sclera
31317,40739000,Dysphagia
4225631,349084003,Unpleasant taste in mouth
4192864,75742003,Swing-through gait
4061796,16962006,Feeling hatred
4225636,349365008,Herbal medicine
40434290,234975001,Root caries
4029043,108365000,Infection of skin
4094581,250546000,Measurement of partial pressure of oxygen in blood
4061819,17024001,Aortopulmonary window
4094594,250623007,Blood urea measurement
195212,47270006,Hypercortisolism
195213,88213004,Hyperaldosteronism
4323984,71040008,CT follow-up
4127379,288575003,Able to communicate
4127380,288579009,Difficulty communicating
260759,47944004,Malocclusion of teeth
4160159,398213004,Log roll
4225699,404932006,Timed up and go mobility test
4029091,108665006,Proton pump inhibitor-containing product
4127406,237091009,Infective vaginitis
4029102,23795000,Presystolic murmur
195259,85007004,Meralgia paresthetica
4258508,409108001,Rosuvastatin (as rosuvastatin calcium) 5 mg oral tablet
4324045,428416002,Radiotherapy to neck
4160218,371375002,Retained secundines
4094683,262525000,Chest injury
195294,75955007,Thrombosed hemorrhoids
4094689,262541004,Superficial laceration
195300,2043009,Alcoholic gastritis
195306,196731005,Gastroduodenitis
195307,47312008,Hydrops of gallbladder
4258539,439461004,Hematoma of scalp
4160238,291262006,Simple chronic anemia
4193009,390866009,Referral to mental health team
195314,52254009,Nephrotic syndrome
4061938,170877009,Urinary symptom change
195321,76742009,Postmenopausal bleeding
4127484,261531000,Excision of rib
4225794,350075001,Chelating agent-containing product
4291333,37298006,Nail biting
4094731,250061009,Drops things
44792588,360811000000109,Benign polyp
4094734,250072004,Protective muscle spasm
4094742,250102002,Unstable knee
4094745,250128004,Small joint arthritis
4324124,71192002,Peritoneal dialysis
4193056,314188009,Femoral artery occlusion
4193057,314189001,Popliteal artery occlusion
4127528,288664007,Able to maintain conversation
44792633,276191000000107,Viral wheeze
195392,262802005,Laceration of liver
4127554,236583003,Failed renal transplant
4160328,399029005,Tinea cruris
4029266,238092004,Fish-eye disease
4127571,236650000,Chronic retention of urine
4094809,262562003,Deep laceration
4029273,238118002,Magnesium deficiency
4029281,238150007,Sepsis syndrome
4029285,238163001,Increased oxygen demand
4029287,238167000,Inguinal herniorrhaphy
4193130,390997009,Falls education
4160365,371568002,Anal infection
4029295,13600006,Folliculitis
4127600,306205009,Referral to hospice
4225905,85057007,Liver cyst
31602,60600009,Disorder of the larynx
4258677,44608003,Blood group typing
4062071,17029006,Feeling despair
4029305,13644009,Hypercholesterolemia
31610,37657006,Disorder of esophagus
4258683,44635007,Fecal impaction
31609,80483009,Abscess of salivary gland
4094847,262689001,Contusion of cerebrum
4029316,13697003,Ulmus
4193156,391110004,Salbutamol reversibility
4258698,440494008,CT of urinary tract with contrast
4193168,312128007,Bacterial oral infection
4193169,312133006,Viral respiratory infection
4094866,187793004,Malignant tumor of pancreatic duct
4029329,13753008,Hemifacial spasm
4160405,430546009,Agonal respiration
4291481,37508003,Operation on neck
4029338,12894003,Functional assessment
4324256,71573006,Concrete thinking
4029346,128963009,Head up
4160418,431339008,Mechanical prosthetic mitral valve replacement
4029350,128974000,Baseline state
4029363,128561003,Granulomatous disorder
4160436,399088004,Common peroneal nerve paralysis
